QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,DBH.2019,BDS.2021,PIECE.2021,INTEGRITY.2021,DECAYCLASS.2021,GC.2021,HEIGHT.2021,TOPDIAM.2021,DBH.2021,LENGTH,ANGLE,DIRECTION,HOM,CODES.2019,PX,PY,Notes2021
194,10879,10879,NYSY,6,8.6,22.3,,,,,,,,,,,,1.3,LI,86,38.6,
195,10882,10882,LIST2,9.1,0,27.8,,,,,,,,,,,,1.3,LI;SP,89.1,40,
195,10883,10883,FRPE,3.4,9.5,11.7,,,,,,,,,,,,1.3,LI,83.4,49.5,
195,10887,10887,FRPE,5.2,6.9,19.9,,,,,,,,,,,,1.3,LI,85.2,46.9,
196,10896,10896,LIST2,0.1,2.4,65,,,,,,,,,,,,1.3,LI;I,80.1,52.4,
196,10897,10897,LIST2,3.6,3.1,46,,,,,,,,,,,,1.3,LI,83.6,53.1,
196,10899,10899,ULAM,8.3,3,10,,,,,,,,,,,,1.3,LI,88.3,53,
196,11203,11203,ULRU,3.7,5.9,32,,,,,,,,,,,,1.3,LI;MT;L,83.7,55.9,
196,11205,11205,ULAM,7.9,6,24.2,,,,,,,,,,,,1.3,LI,87.9,56,
196,11206,11206,ULAM,8,5.7,10.6,,,,,,,,,,,,1.3,LI,88,55.7,
197,11213,11213,ULAM,8.1,2.4,10,,,,,,,,,,,,1.3,LI,88.1,62.4,
198,11216,11216,FRPE,3,5.5,23.1,,,,,,,,,,,,1.3,LI;P;MT,83,75.5,
198,11586,11586,FRPE,9.5,8.1,13.8,,,,,,,,,,,,1.3,LI;XY,89.5,78.1,
199,11219,11219,CACA18,3.7,0.8,15.9,,,,,,,,,,,,1.3,LI;L;V50;X,83.7,80.8,
199,11225,11225,CACA18,8.1,4,16.7,,,,,,,,,,,,1.3,LI;L,88.1,84,
199,11229,11229,CACA18,3,6.5,16.7,,,,,,,,,,,,1.3,LI;L;CWD;XY,83,86.5,
199,11230,11230,FAGR,1.2,7.1,10.4,,,,,,,,,,,,1.3,LI,81.2,87.1,
199,11231,11231,FAGR,0.4,9.2,19.4,,,,,,,,,,,,1.3,LI;M,80.4,89.2,
199,11232,11232,LIST2,7.4,10,49.9,,,,,,,,,,,,1.3,LI,87.4,90,
199,11592,11592,ACRU,0.7,2,23.3,,,,,,,,,,,,1.3,LI;L,80.7,82,
211,20003,20003,LIST2,3.1,3.3,58,,,,,,,,,,,,1.3,LI;MT,3.1,103.3,
211,20009,20009,FAGR,3,7.4,12.7,,,,,,,,,,,,1.3,LI,3,107.4,
211,21522,21522,CAGL8,9.3,5,71.9,,,,,,,,,,,,1.3,LI;MT,9.3,105,
212,20015,20015,FAGR,3.9,2.6,58.5,,,,,,,,,,,,1.3,LI,3.9,112.6,
212,20019,20019,FAGR,7.8,7.8,12.6,,,,,,,,,,,,1.3,LI,7.8,117.8,
214,20030,20030,FAGR,4.1,1.8,74.2,,,,,,,,,,,,1.3,LI,4.1,131.8,
214,20032,20032,FAGR,2.6,7.8,31.1,,,,,,,,,,,,1.3,LI,2.6,137.8,
215,20048,20048,CATO6,3.9,3,48.4,,,,,,,,,,,,1.3,LI,3.9,143,
215,20053,20053,LIST2,5.4,8.2,57.8,,,,,,,,,,,,1.3,LI,5.4,148.2,
215,20054,20054,CACA18,4.5,6.3,12.1,,,,,,,,,,,,1.3,LI;IR;M,4.5,146.3,
215,20055,20055,FAGR,6.4,8.7,10.1,,,,,,,,,,,,1.3,LI,6.4,148.7,
216,20059,20059,FAGR,4.6,1.7,13.2,,,,,,,,,,,,1.3,LI;IR,4.6,151.7,
216,20074,20074,CATO6,5.9,8.4,19.8,,,,,,,,,,,,1.3,LI;M,5.9,158.39999,
216,21564,21564,QUVE,9.8,8.5,104.9,,,,,,,,,,,,1.3,LI,9.8,158.5,
217,20082,20082,LITU,5,3.7,89.4,,,,,,,,,,,,1.3,LI,5,163.7,
217,20084,20084,LITU,1.5,4.2,27.8,,,,,,,,,,,,1.3,LI;X,1.5,164.2,
218,20092,20092,CACA18,0.2,0.8,10.2,,,,,,,,,,,,1.3,LI;M;IR,0.2,170.8,
218,20095,20095,CATO6,0.8,4.8,29.8,,,,,,,,,,,,1.3,LI,0.8,174.8,
218,21501,21501,LITU,7.7,2.5,83.4,,,,,,,,,,,,1.3,LI,7.7,172.5,
219,20208,20208,NYSY,0.1,3.1,29.4,,,,,,,,,,,,1.3,LI,0.1,183.10001,
219,20215,20215,CATO6,4.4,9.3,16.8,,,,,,,,,,,,1.3,LI,4.4,189.3,
219,21509,21509,LITU,0.7,3.8,94.9,,,,,,,,,,,,1.3,LI;M,0.7,183.8,
219,21509,21510,LITU,0.6,4.5,70.5,,,,,,,,,,,,1.3,LI;SEC,0.6,184.5,
219,21532,21532,LIST2,7.5,7,14.4,,,,,,,,,,,,1.3,LI,7.5,187,
221,20102,20102,FAGR,6.2,1.7,53.3,,,,,,,,,,,,1.3,LI,16.2,101.7,
221,20104,20104,FAGR,5.3,4.2,28.5,,,,,,,,,,,,1.3,LI;M,15.3,104.2,
221,20106,20106,FAGR,7.8,7.6,42.5,,,,,,,,,,,,1.3,LI,17.8,107.6,
222,20107,20107,FAGR,4.8,2.2,16.2,,,,,,,,,,,,1.3,LI;M,14.8,112.2,
222,20108,20108,FAGR,6.3,1.9,33.8,,,,,,,,,,,,1.3,LI,16.3,111.9,
223,20114,20114,LIST2,1.1,5.1,49.1,,,,,,,,,,,,1.3,LI;MT,11.1,125.1,
223,20118,20118,CATO6,1.5,7.6,27.5,,,,,,,,,,,,1.3,LI,11.5,127.6,
223,20119,20119,FAGR,2.9,8.1,10.5,,,,,,,,,,,,1.32,LI,12.9,128.10001,
224,20125,20125,CATO6,6.8,1.5,27.1,,,,,,,,,,,,1.3,LI,16.8,131.5,
224,20127,20127,FAGR,5.4,3.8,12.4,,,,,,,,,,,,1.3,LI;M,15.4,133.8,
224,20131,20131,FAGR,2.4,8.9,29.2,,,,,,,,,,,,1.3,LI,12.4,138.89999,
225,20134,20134,CATO6,9.2,1.6,57.1,,,,,,,,,,,,1.3,LI,19.2,141.60001,
225,20137,20137,FAGR,9.3,4.8,11,,,,,,,,,,,,1.3,LI,19.3,144.8,
226,20142,20142,FAGR,2.7,2.1,31.9,,,,,,,,,,,,1.3,LI,12.7,152.10001,
226,20143,20143,FAGR,9.4,2,27.1,,,,,,,,,,,,1.3,LI,19.4,152,
226,20144,20144,FAGR,7.3,3.3,13.5,,,,,,,,,,,,1.3,LI,17.3,153.3,
226,20148,20148,FAGR,3.9,6.2,12.8,,,,,,,,,,,,1.3,LI,13.9,156.2,
227,20162,20162,LITU,3.2,9,44.5,,,,,,,,,,,,1.3,LI,13.2,169,
228,20165,20165,CACA18,7.6,3.2,11,,,,,,,,,,,,1.3,LI,17.6,173.2,
228,20166,20166,QUAL,1.8,3.4,58.2,,,,,,,,,,,,1.3,LI,11.8,173.39999,
228,20171,20171,LITU,3.9,9.3,61.5,,,,,,,,,,,,1.3,LI,13.9,179.3,
228,21503,21502,LITU,0.3,8.9,28.8,,,,,,,,,,,,1.3,LI;SEC,10.3,178.89999,
228,21503,21503,LITU,0.9,9,61.4,,,,,,,,,,,,1.3,LI;M,10.9,179,
228,21505,21505,CACA18,8.9,7.2,10.1,,,,,,,,,,,,1.3,LI,18.9,177.2,
229,20175,20175,LITU,2.1,1.9,41.1,,,,,,,,,,,,1.3,LI,12.1,181.89999,
229,21506,21506,LIST2,8.3,2.2,29.5,,,,,,,,,,,,1.3,LI,18.3,182.2,
229,21508,21508,LITU,3.8,6.4,50,,,,,,,,,,,,1.3,LI,13.8,186.39999,
229,21533,21533,CACA18,8.3,9.6,13,,,,,,,,,,,,1.3,LI,18.3,189.60001,
231,20307,20307,QURU,7.5,4.2,12.8,,,,,,,,,,,,1.3,LI,27.5,104.2,
231,20308,20308,FAGR,5.8,3.3,15.1,,,,,,,,,,,,1.3,LI,25.8,103.3,
231,20310,20310,LITU,3.3,5.1,60.2,,,,,,,,,,,,1.3,LI,23.3,105.1,
232,20318,20318,QUAL,3.6,5.8,64.5,,,,,,,,,,,,1.3,LI,23.6,115.8,
233,20323,20323,FAGR,7.6,1.1,22.3,,,,,,,,,,,,1.28,LI,27.6,121.1,
233,20324,20324,FAGR,2,3.5,14.5,,,,,,,,,,,,1.28,LI,22,123.5,
233,20326,20326,FAGR,8.8,5.7,14.8,,,,,,,,,,,,1.3,LI,28.8,125.7,
233,21516,21516,LITU,1.3,6.9,97.5,,,,,,,,,,,,1.3,LI;MT,21.3,126.9,
234,20329,20329,CATO6,4.2,0.7,20.3,,,,,,,,,,,,1.3,LI,24.2,130.7,
234,20330,20330,FAGR,8,0.3,10.7,,,,,,,,,,,,1.3,LI,28,130.3,
234,20333,20333,FAGR,6.8,4.3,21.8,,,,,,,,,,,,1.3,LI,26.8,134.3,
234,20336,20336,CATO6,7.4,8.4,53.7,,,,,,,,,,,,1.3,LI,27.4,138.39999,
234,20337,20337,CATO6,7.8,8.6,20.7,,,,,,,,,,,,1.3,LI,27.8,138.60001,
234,21531,21531,QUVE,1.1,5.1,78,,,,,,,,,,,,1.3,LI,21.1,135.10001,
235,20339,20339,FAGR,4.1,2.8,14.4,,,,,,,,,,,,1.3,LI,24.1,142.8,
236,20344,20344,LITU,3.4,4.6,81.1,,,,,,,,,,,,1.3,LI,23.4,154.60001,
236,20347,20347,CATO6,9.1,5.6,26.3,,,,,,,,,,,,1.3,LI,29.1,155.60001,
237,20358,20358,CATO6,9,0.7,39.7,,,,,,,,,,,,1.3,LI,29,160.7,
237,20366,20366,CACA18,1.5,7.5,10.6,,,,,,,,,,,,1.3,LI;M,21.5,167.5,
237,20370,20370,LIST2,0.7,9.9,27.7,,,,,,,,,,,,1.3,LI,20.7,169.89999,
238,20390,20390,FAGR,10.1,8,14.6,,,,,,,,,,,,1.3,LI,30.1,178,
239,20397,20397,LITU,4.3,3.9,34.1,,,,,,,,,,,,1.3,LI,24.3,183.89999,
239,20399,20399,CATO6,7.6,3.9,44.8,,,,,,,,,,,,1.3,LI,27.6,183.89999,
239,21511,21511,FRAM2,2.3,5.9,73.4,Snag,A,,1,,40,,75.2,,,,1.7,LI;A,22.3,185.89999,
239,21512,21512,FRAM2,2.4,1,59,Snag,A,,1,,40,,59,,,,1.3,LI,22.4,181,
239,21513,21513,LIST2,0.3,6.5,40.7,,,,,,,,,,,,1.3,LI,20.3,186.5,
241,20230,20230,FAGR,6.7,5.4,15.9,,,,,,,,,,,,1.3,LI;M,36.7,105.4,
241,20234,20234,FAGR,1.9,7.4,18.4,,,,,,,,,,,,1.3,LI,31.9,107.4,
241,21526,21526,FAGR,9,9.8,14.9,,,,,,,,,,,,1.3,LI,39,109.8,
241,21528,21528,LIST2,7.2,3.5,28.3,,,,,,,,,,,,1.3,LI,37.2,103.5,
242,20245,20245,FAGR,0.8,3.6,10,,,,,,,,,,,,1.3,LI,30.8,113.6,
242,21514,21514,QURU,2.9,8.5,104.9,,,,,,,,,,,,1.3,LI,32.9,118.5,
242,21524,21524,QURU,7.4,3.8,32.2,,,,,,,,,,,,1.3,LI,37.4,113.8,
242,21525,21525,FAGR,5.4,7.3,24.5,,,,,,,,,,,,1.3,LI,35.4,117.3,
243,20255,20255,LIST2,10.1,4.5,51.5,,,,,,,,,,,,1.3,LI,40.1,124.5,
243,20259,20259,FAGR,2.7,8.6,12,,,,,,,,,,,,1.3,LI,32.7,128.60001,
244,20261,20261,FAGR,5.7,0.6,14.9,,,,,,,,,,,,1.3,LI,35.7,130.60001,
244,20264,20264,FAGR,8.6,3.4,21.4,,,,,,,,,,,,1.25,LI;IR,38.6,133.39999,
244,21542,21542,LIST2,6.5,1.3,40.3,,,,,,,,,,,,1.3,LI,36.5,131.3,
244,21544,21544,CATO6,9.7,5.6,38.2,,,,,,,,,,,,1.3,LI,39.7,135.60001,
245,20269,20269,FAGR,0.3,1.3,34.4,,,,,,,,,,,,1.3,LI,30.3,141.3,
245,20270,20270,LIST2,5.8,0.8,46.8,,,,,,,,,,,,1.3,LI,35.8,140.8,
245,20271,20271,CATO6,8.4,0.7,26.4,,,,,,,,,,,,1.3,LI,38.4,140.7,
245,20274,20274,CAGL8,1.7,5.1,32.8,,,,,,,,,,,,1.3,LI,31.7,145.10001,
246,20287,20287,FAGR,0.5,5,11.3,,,,,,,,,,,,1.3,LI,30.5,155,
246,20290,20290,CATO6,7.3,8.9,29.3,,,,,,,,,,,,1.3,LI,37.3,158.89999,
247,20295,20295,CATO6,2.1,0.4,23.3,,,,,,,,,,,,1.3,LI,32.1,160.39999,
248,20511,20511,FAGR,1.9,0.5,51.4,,,,,,,,,,,,1.3,LI,31.9,170.5,
249,20530,20530,CACA18,7.6,0.9,14.5,,,,,,,,,,,,1.3,LI,37.6,180.89999,
249,20534,20534,FAGR,3.3,6.1,28.6,,,,,,,,,,,,1.3,LI,33.3,186.10001,
249,20542,20542,FAGR,5.4,9.8,15.5,,,,,,,,,,,,1.3,LI,35.4,189.8,
251,20402,20402,LITU,1.5,4.8,74.3,,,,,,,,,,,,1.3,LI,41.5,104.8,
251,20403,20403,FAGR,8.5,6.2,10.1,,,,,,,,,,,,1.28,LI;XY,48.5,106.2,
251,20404,20404,FAGR,2.4,7.2,13,,,,,,,,,,,,1.3,LI,42.4,107.2,
251,21515,21515,LITU,4.4,9.5,96.7,,,,,,,,,,,,1.3,LI,44.4,109.5,
251,21538,21538,FAGR,0.5,5.5,10.3,,,,,,,,,,,,1.3,LI,40.5,105.5,
252,20409,20409,FAGR,9.5,4.9,19.6,,,,,,,,,,,,1.3,LI,49.5,114.9,
252,20411,20411,CATO6,7.4,7.5,13.8,,,,,,,,,,,,1.3,LI,47.4,117.5,
252,20415,20415,CATO6,3.8,9.5,27.1,,,,,,,,,,,,1.3,LI,43.8,119.5,
252,20417,20417,FAGR,3.3,9.3,14.5,,,,,,,,,,,,1.3,LI;M,43.3,119.3,
252,20419,20419,QUAL,1.7,8.3,20.4,,,,,,,,,,,,1.3,LI,41.7,118.3,
252,21539,21539,FAGR,1,0.4,27.2,,,,,,,,,,,,1.3,LI,41,110.4,
253,20424,20424,QURU,2.8,7.5,25.5,,,,,,,,,,,,1.3,LI,42.8,127.5,
253,20430,20430,LITU,8.8,6.1,114.8,,,,,,,,,,,,1.3,LI;IR,48.8,126.1,
253,20431,20431,LIST2,9.1,9.1,39.1,,,,,,,,,,,,1.3,LI,49.1,129.10001,
254,20441,20441,FAGR,5.1,4.6,14,,,,,,,,,,,,1.3,LI,45.1,134.60001,
254,20445,20445,FAGR,7.2,8.4,10.5,,,,,,,,,,,,1.3,LI,47.2,138.39999,
255,20451,20451,FAGR,4.6,6.8,54.5,,,,,,,,,,,,1.3,LI,44.6,146.8,
255,20452,20452,CATO6,1.6,6.2,47.9,,,,,,,,,,,,1.3,LI,41.6,146.2,
255,20588,20588,LITU,10,4,68,,,,,,,,,,,,1.3,LI;MT,50,144,
256,20464,20464,FAGR,3.4,5.7,43,,,,,,,,,,,,1.3,LI,43.4,155.7,
256,20465,20465,FAGR,7.4,6.2,11.5,,,,,,,,,,,,1.3,LI,47.4,156.2,
256,20466,20466,CATO6,7,6.7,22.5,,,,,,,,,,,,1.3,LI,47,156.7,
257,20473,20473,CATO6,2.6,6.9,29.3,,,,,,,,,,,,1.3,LI,42.6,166.89999,
257,20475,20475,FAGR,8.4,6.4,41.8,,,,,,,,,,,,1.3,LI,48.4,166.39999,
258,20478,20478,CAGL8,7.3,1.6,36,,,,,,,,,,,,1.3,LI,47.3,171.60001,
258,20479,20479,FAGR,2.8,0.9,15.8,,,,,,,,,,,,1.3,LI,42.8,170.89999,
258,20484,20484,FAGR,5.8,4.9,25.4,,,,,,,,,,,,1.3,LI,45.8,174.89999,
258,20487,20487,CAGL8,3.5,7.9,82,,,,,,,,,,,,1.3,LI,43.5,177.89999,
259,20499,20499,FAGR,8.2,2.9,32.2,,,,,,,,,,,,1.3,LI,48.2,182.89999,
259,20500,20500,LIST2,2.1,3.6,48.8,Snag,A,,1,,2,,51.8,,,,1.3,LI;L,42.1,183.60001,
259,20500,20500,LIST2,2.1,3.6,48.8,Log,B,,1,,,32.8,47,17.6,,,,,,,
261,20701,20701,QUAL,5.8,2,39.9,,,,,,,,,,,,1.3,LI,55.8,102,
261,20702,20702,FAGR,8.3,2.5,18.1,,,,,,,,,,,,1.3,LI,58.3,102.5,
261,20703,20703,LIST2,7.6,4.2,51,,,,,,,,,,,,1.3,LI,57.6,104.2,
261,20704,20704,FAGR,1.9,6.1,12.4,,,,,,,,,,,,1.3,LI,51.9,106.1,
261,20707,20707,FAGR,3.2,9.3,15,,,,,,,,,,,,1.3,LI,53.2,109.3,
262,20709,20709,FAGR,5.5,2.9,25.2,,,,,,,,,,,,1.3,LI,55.5,112.9,
262,20717,20717,CATO6,1.9,8.5,14.9,,,,,,,,,,,,1.3,LI,51.9,118.5,
263,20719,20719,CATO6,4.9,2.1,13,,,,,,,,,,,,1.3,LI,54.9,122.1,
263,20723,20723,FAGR,4,5.4,15.9,,,,,,,,,,,,1.3,LI,54,125.4,
263,20725,20725,CATO6,7.7,5.9,15.5,,,,,,,,,,,,1.3,LI,57.7,125.9,
264,20732,20732,FAGR,7.1,1.6,13.5,,,,,,,,,,,,1.3,LI,57.1,131.60001,
264,20733,20733,CATO6,7.5,3.1,46,,,,,,,,,,,,1.3,LI,57.5,133.10001,
265,20751,20751,FAGR,7.2,3,10.5,,,,,,,,,,,,1.3,LI;IR,57.2,143,
265,20754,20754,FAGR,6.2,8.8,64.6,,,,,,,,,,,,1.3,LI,56.2,148.8,
266,20762,20762,CACA18,9.2,8.8,11,,,,,,,,,,,,1.3,LI,59.2,158.8,
266,20766,20766,FAGR,0.7,9.6,14.8,,,,,,,,,,,,1.3,LI;M;I;IR;MA,50.7,159.60001,
266,21547,21547,CATO6,3.1,6,83.9,,,,,,,,,,,,1.3,LI;IR,53.1,156,
267,20769,20769,FAGR,5.3,3.6,22.9,,,,,,,,,,,,1.3,LI,55.3,163.60001,
267,20773,20773,FAGR,5.4,9.5,10.7,,,,,,,,,,,,1.3,LI,55.4,169.5,
268,20775,20775,LITU,5.2,2.1,63,,,,,,,,,,,,1.3,LI,55.2,172.10001,
268,20780,20780,CATO6,9.6,9.8,37.2,,,,,,,,,,,,1.3,LI,59.6,179.8,
268,20783,20783,FAGR,2.1,6,11,,,,,,,,,,,,1.3,LI,52.1,176,
268,20784,20784,FAGR,1.1,8.5,10,,,,,,,,,,,,1.3,LI,51.1,178.5,
269,20786,20786,LITU,4.1,0.4,29.6,,,,,,,,,,,,1.3,LI,54.1,180.39999,
269,20789,20789,LITU,3.1,3.1,54,,,,,,,,,,,,1.3,LI;MT,53.1,183.10001,
269,20797,20797,CATO6,6.1,2.4,10,,,,,,,,,,,,1.3,LI,56.1,182.39999,
271,20601,20601,CATO6,3.9,0.6,26.8,,,,,,,,,,,,1.3,LI,63.9,100.6,
271,20605,20605,QUAL,2,2.9,33.5,,,,,,,,,,,,1.3,LI,62,102.9,
271,20608,20608,FAGR,1.1,6.6,12.4,,,,,,,,,,,,1.3,LI,61.1,106.6,
271,20609,20609,QUAL,1.7,7.7,51.5,,,,,,,,,,,,1.3,LI,61.7,107.7,
271,21416,21416,NYSY,9.8,7.6,12.3,,,,,,,,,,,,1.3,LI;L,69.8,107.6,
272,20620,20620,QUAL,4.3,5.1,58.4,,,,,,,,,,,,1.3,LI,64.3,115.1,
272,20622,20622,QUAL,4.4,8.8,61.1,,,,,,,,,,,,1.3,LI,64.4,118.8,
272,20627,20627,FAGR,7,9.5,15.9,,,,,,,,,,,,1.3,LI,67,119.5,
273,20629,20629,FAGR,1.5,1.9,16.1,,,,,,,,,,,,1.3,LI,61.5,121.9,
273,20631,20631,QUAL,3.4,3.1,62.1,,,,,,,,,,,,1.3,LI,63.4,123.1,
274,20646,20646,CATO6,3.9,5.5,28.2,,,,,,,,,,,,1.3,LI,63.9,135.5,
274,20649,20649,CATO6,9,5.6,14.4,,,,,,,,,,,,1.3,LI,69,135.60001,
274,20650,20650,FAGR,9.6,5,14.7,,,,,,,,,,,,1.3,LI;M,69.6,135,
275,20652,20652,CATO6,6.2,3.4,40.2,,,,,,,,,,,,1.3,LI,66.2,143.39999,
275,20656,20656,FAGR,6.3,9,13.7,,,,,,,,,,,,1.3,LI;M,66.3,149,
276,20661,20661,CATO6,5,2.8,36,,,,,,,,,,,,1.3,LI,65,152.8,
276,20664,20664,CATO6,4.5,6,18.9,,,,,,,,,,,,1.3,LI,64.5,156,
276,20667,20667,FAGR,4.8,7.3,10.9,,,,,,,,,,,,1.3,LI,64.8,157.3,
276,20669,20669,CAGL8,8.3,8.5,25.1,,,,,,,,,,,,1.3,LI,68.3,158.5,
276,20671,20671,CAGL8,6.7,9.6,47.3,,,,,,,,,,,,1.3,LI,66.7,159.60001,
276,20672,20672,FAGR,3.2,9.8,10.1,,,,,,,,,,,,1.28,LI,63.2,159.8,
276,20674,20674,CATO6,2,9,23.1,,,,,,,,,,,,1.3,LI,62,159,
277,20678,20678,CATO6,4.9,6.2,48,,,,,,,,,,,,1.3,LI,64.9,166.2,
277,20683,20683,LITU,2.8,9.4,60.8,,,,,,,,,,,,1.3,LI,62.8,169.39999,
278,20685,20685,CATO6,0.5,1.5,20.6,,,,,,,,,,,,1.3,LI,60.5,171.5,
278,20696,20695,LITU,2,7.7,38.2,,,,,,,,,,,,1.3,LI;SEC,62,177.7,
278,20696,20696,LITU,2.3,7.4,58.2,,,,,,,,,,,,1.3,LI;M,62.3,177.39999,
278,20699,20699,CATO6,7.5,8.2,22.6,,,,,,,,,,,,1.3,LI;MT,67.5,178.2,
279,21135,21135,CATO6,2.2,8.4,26.9,,,,,,,,,,,,1.3,LI,62.2,188.39999,
281,20802,20802,FAGR,6.5,1.9,15.2,,,,,,,,,,,,1.32,LI;IR,76.5,101.9,
281,20807,20807,LITU,1.5,6.5,84.3,,,,,,,,,,,,1.3,LI,71.5,106.5,
281,20809,20809,FAGR,4.6,7.8,12.9,,,,,,,,,,,,1.3,LI;IR,74.6,107.8,
281,20813,20813,NYSY,6.3,9.5,12.7,,,,,,,,,,,,1.3,LI,76.3,109.5,
281,21552,21552,QUAL,0.9,2.8,29.7,,,,,,,,,,,,1.3,LI,70.9,102.8,
281,21553,21553,FAGR,9.5,4.6,21,,,,,,,,,,,,1.3,LI,79.5,104.6,
282,20816,20816,LITU,2.4,0.8,51.5,,,,,,,,,,,,1.3,LI,72.4,110.8,
283,21518,21518,FAGR,3.3,1.9,21.9,,,,,,,,,,,,1.3,LI;IR,73.3,121.9,
283,21519,21519,FAGR,3,5.3,13.1,,,,,,,,,,,,1.3,LI,73,125.3,
283,21557,21557,FAGR,5.8,9.8,12.9,,,,,,,,,,,,1.3,LI,75.8,129.8,
284,20841,20841,CATO6,7.5,2.1,48.1,,,,,,,,,,,,1.3,LI;MT,77.5,132.10001,
284,20843,20843,CATO6,4.5,5.1,43.3,,,,,,,,,,,,1.3,LI,74.5,135.10001,
284,20844,20844,LIST2,0.1,4.1,12,,,,,,,,,,,,1.3,LI,70.1,134.10001,
284,20845,20845,CATO6,0.4,4.9,29.2,,,,,,,,,,,,1.3,LI,70.4,134.89999,
285,20847,20847,FAGR,8.5,0.9,24.6,,,,,,,,,,,,1.3,LI,78.5,140.89999,
285,20850,20850,CATO6,5,3.8,62,,,,,,,,,,,,1.3,LI,75,143.8,
285,21567,21567,FAGR,1.8,4.6,36,,,,,,,,,,,,1.3,LI,71.8,144.60001,
286,20855,20855,FAGR,7,0.6,25.1,,,,,,,,,,,,1.3,LI,77,150.60001,
286,20856,20856,FAGR,7,1.1,12.5,,,,,,,,,,,,1.3,LI,77,151.10001,
286,20857,20857,LITU,6.6,2,36.4,,,,,,,,,,,,1.3,LI,76.6,152,
286,20858,20858,CATO6,4.3,6.2,36.7,,,,,,,,,,,,1.3,LI,74.3,156.2,
286,20860,20860,CATO6,7.7,7.4,32.7,,,,,,,,,,,,1.3,LI,77.7,157.39999,
287,20869,20869,FAGR,0.1,1.5,61.4,,,,,,,,,,,,1.3,LI,70.1,161.5,
287,20874,20874,FAGR,4.5,8.2,29.1,,,,,,,,,,,,1.3,LI,74.5,168.2,
288,20885,20885,FAGR,8.4,3.2,14.1,,,,,,,,,,,,1.3,LI;M,78.4,173.2,
288,20886,20886,FAGR,5.2,5.3,11.8,,,,,,,,,,,,1.3,LI,75.2,175.3,
288,20892,20892,FAGR,0.4,7.5,17.1,,,,,,,,,,,,1.3,LI,70.4,177.5,
289,20893,20893,CATO6,8.9,2,32.8,,,,,,,,,,,,1.3,LI;MT,78.9,182,
289,20894,20894,CATO6,4.5,1.5,45,,,,,,,,,,,,1.3,LI,74.5,181.5,
289,20896,20896,CATO6,3.2,3.7,62.8,,,,,,,,,,,,1.3,LI,73.2,183.7,
289,20897,20897,FAGR,4.1,5.4,11.2,,,,,,,,,,,,1.3,LI,74.1,185.39999,
289,20898,20898,FAGR,5,6,17,,,,,,,,,,,,1.3,LI;IR,75,186,
289,20899,20899,FAGR,7.7,7.6,33.9,,,,,,,,,,,,1.3,LI;M,77.7,187.60001,
289,20900,20900,LITU,0.5,9.3,75.5,,,,,,,,,,,,1.3,LI;MT,70.5,189.3,
291,20924,20924,NYSY,3.6,0.5,13.8,,,,,,,,,,,,1.3,LI,83.6,100.5,
291,20925,20925,LITU,5.7,1.3,53.1,,,,,,,,,,,,1.3,LI,85.7,101.3,
291,20933,20933,QUFA,4.6,9.7,54.2,,,,,,,,,,,,1.3,LI,84.6,109.7,
291,20935,20935,FAGR,10,8.4,40.6,,,,,,,,,,,,1.3,LI,90,108.4,
292,20940,20940,CATO6,2.3,4,28.4,,,,,,,,,,,,1.3,LI,82.3,114,
292,20941,20941,FAGR,6.1,4.5,16.1,,,,,,,,,,,,1.3,LI,86.1,114.5,
292,20942,20942,CATO6,6.7,4.6,48.1,,,,,,,,,,,,1.3,LI,86.7,114.6,
292,20946,20946,CAGL8,3.7,9.1,18.5,,,,,,,,,,,,1.3,LI,83.7,119.1,
292,20947,20947,FAGR,2.7,9.6,11.1,,,,,,,,,,,,1.28,LI;A,82.7,119.6,
292,20948,20948,FAGR,0.5,7.2,15.5,,,,,,,,,,,,1.3,LI,80.5,117.2,
292,21517,21517,CATO6,9.5,8.8,26.8,,,,,,,,,,,,1.3,LI,89.5,118.8,
293,20950,20950,CATO6,9.1,0.2,26.9,,,,,,,,,,,,1.3,LI,89.1,120.2,
293,20953,20953,CATO6,3,2.8,15.1,,,,,,,,,,,,1.3,LI,83,122.8,
293,21159,21159,QURU,4.9,3.2,53.3,,,,,,,,,,,,1.3,LI,84.9,123.2,
294,20961,20961,FAGR,8.4,1.5,63.1,,,,,,,,,,,,1.3,LI,88.4,131.5,
294,20963,20963,QUAL,4.5,4.4,63.2,,,,,,,,,,,,1.3,LI,84.5,134.39999,
294,20965,20965,CACA18,1.6,5.7,10.6,,,,,,,,,,,,1.3,LI,81.6,135.7,
295,20971,20971,FAGR,8.3,0.7,10.1,,,,,,,,,,,,1.3,LI,88.3,140.7,
295,20976,20976,FAGR,7.2,4.7,25.2,,,,,,,,,,,,1.3,LI,87.2,144.7,
296,20985,20985,LIST2,3,2.3,52.8,,,,,,,,,,,,1.3,LI,83,152.3,
296,20989,20989,CACA18,7.5,3.8,11.7,,,,,,,,,,,,1.3,LI;MA,87.5,153.8,
296,21004,21004,FAGR,4.3,6.6,15.3,,,,,,,,,,,,1.3,LI,84.3,156.60001,
297,20996,20996,CACA18,8.2,0.4,11.1,,,,,,,,,,,,1.3,LI,88.2,160.39999,
297,20998,20998,LIST2,3,2.2,45.3,,,,,,,,,,,,1.3,LI;WDBH,83,162.2,
